long,long,long,long,flags,long,long,long,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,flags,long,None,None,long,float,float,None,
4438,571,67,2239,0x40004441,0,0,0,458,0,80,"Dun Niffelem",,,,,,,,"Дун Ниффелем",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4439,571,67,2241,0x40004441,0,0,0,0,0,80,"Frostfield Lake",,,,,,,,"Промерзле озеро",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4440,571,67,2243,0x40004441,0,0,0,0,0,80,"Thunderfall",,,,,,,,"Громопад",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4441,571,67,2245,0x40204441,0,0,0,0,0,80,"Camp Tunka'lo",,,,,,,,"Табір Тунка’ло",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4442,571,67,2247,0x40004441,0,0,0,0,0,80,"Brann's Base-Camp",,,,,,,,"Базовий табір Бранна",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4443,571,67,2249,0x40004441,0,0,0,0,0,80,"Gate of Echoes",,,,,,,,"Ворота еха",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4444,571,67,2251,0x40004441,0,0,0,419,0,80,"Plain of Echoes",,,,,,,,"Равнина еха",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4445,571,67,2253,0x40004441,0,0,0,0,0,80,"Ulduar",,,,,,,,"Ульдуар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4446,571,67,2255,0x40004441,0,0,0,236,0,80,"Terrace of the Makers",,,,,,,,"Тераса Творцов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4447,571,67,2257,0x40004441,0,0,0,0,0,80,"Gate of Lightning",,,,,,,,"Ворота блискавки",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4448,571,67,2259,0x40004441,0,0,0,0,0,80,"Path of the Titans",,,,,,,,"Шлях Титанів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4449,571,67,2261,0x40004441,0,0,0,0,0,80,"Uldis",,,,,,,,"Ульдис",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4450,571,67,2263,0x40004441,0,0,0,0,0,80,"Loken's Bargain",,,,,,,,"Обмін Локена",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4451,571,67,2265,0x40004441,0,0,0,0,0,77,"Bor's Fall",,,,,,,,"Водоспад Бора",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4452,571,67,2267,0x40004441,0,0,0,0,0,77,"Bor's Breath",,,,,,,,"Дихання Бора",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4453,571,67,2269,0x40004441,0,0,0,0,0,77,"Rohemdal Pass",,,,,,,,"Рохемдальский прохід",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4454,571,67,2271,0x40004441,0,0,0,0,0,78,"The Storm Foundry",,,,,,,,"Плавильня штормів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4455,571,67,2273,0x40004441,0,0,0,0,0,79,"Hibernal Cavern",,,,,,,,"Печера зимней спячки",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4456,571,394,2275,0x40004440,0,0,0,0,0,74,"Voldrune Dwelling",,,,,,,,"Поселение Волдрун",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4457,571,67,2277,0x40004441,0,0,0,0,0,77,"Torseg's Rest",,,,,,,,"Відпочинок Торсега",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4458,571,67,2279,0x40004441,0,0,0,0,0,77,"Sparksocket Minefield",,,,,,,,"Мінне поле Свечекрута",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4459,571,67,2281,0x40004441,0,0,0,0,0,77,"Ricket's Folly",,,,,,,,"Просторы Рикет",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4460,571,67,2283,0x40004441,0,0,0,0,0,77,"Garm's Bane",,,,,,,,"Побоїще Гарма",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4461,571,67,2285,0x40004441,0,0,0,0,0,77,"Garm's Rise",,,,,,,,"Підйом Гарма",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4462,571,67,2287,0x40004441,0,0,0,0,0,77,"Crystalweb Cavern",,,,,,,,"Печера Кришталевої Павутини",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4463,571,67,2289,0x40004441,0,0,0,0,0,80,"Temple of Life",,,,,,,,"Храм життя",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4464,571,67,2291,0x40004441,0,0,0,0,0,80,"Temple of Order",,,,,,,,"Храм Порядка",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4465,571,67,2293,0x40004441,0,0,0,0,0,80,"Temple of Winter",,,,,,,,"Храм Зими",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4466,571,67,2295,0x40004441,0,0,0,0,0,80,"Temple of Invention",,,,,,,,"Храм Изобретений",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4467,571,210,2297,0x40004445,0,0,0,0,0,80,"Death's Rise",,,,,,,,"Уступ Смерті",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4468,571,66,2299,0x40004444,0,0,0,0,0,75,"The Dead Fields",,,,,,,,"Мертві поля",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4469,571,66,2301,0x40004444,0,0,0,0,0,75,"Dargath's Demise",,,,,,,,"Погибель Даргата",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4470,571,210,2303,0x40004445,0,0,0,0,0,80,"The Hidden Hollow",,,,,,,,"Прихована низина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4471,451,4019,2305,0x40004440,0,0,400,269,483,0,"Bernau's Happy Fun Land",,,,,,,,"Страна веселья Берно",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4472,571,67,2307,0x40004441,0,0,0,0,0,77,"Frostgrip's Hollow",,,,,,,,"Лощина Ледохвата",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4473,571,67,2309,0x40004441,0,0,0,0,0,78,"The Frigid Tomb",,,,,,,,"Стылый склеп",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4474,571,495,2311,0x40004441,0,0,0,0,0,70,"Twin Shores",,,,,,,,"Два береги",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4475,571,394,2313,0x40004440,0,0,0,0,0,74,"Zim'bo's Hideout",,,,,,,,"Прихисток Зим'бо",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4476,571,67,2315,0x40004441,0,0,0,0,0,77,"Abandoned Camp",,,,,,,,"Покинутий табір",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4477,571,210,2317,0x40004445,0,0,0,0,0,80,"The Shadow Vault",,,,,,,,"Мрачный Свод",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4478,571,65,2319,0x40004444,0,0,0,0,0,71,"Coldwind Pass",,,,,,,,"Перевал Холодного Вітри",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4479,571,495,2321,0x40004441,0,0,0,0,0,71,"Winter's Breath Lake",,,,,,,,"Озеро Дыхания Зими",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4480,571,394,2323,0x40004440,0,0,0,0,0,73,"The Forgotten Overlook",,,,,,,,"Забутий Дозор",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4481,571,66,2325,0x40004444,0,0,0,0,0,74,"Jintha'kalar Passage",,,,,,,,"Джинта'каларский прохід",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4482,571,394,2327,0x40004440,0,0,0,0,0,73,"Arriga Footbridge",,,,,,,,"Мост Аррига",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4483,571,3711,2329,0x40004440,0,0,0,0,0,76,"The Lost Passage",,,,,,,,"Забутий прохід",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4484,571,67,2331,0x40004441,0,0,0,0,0,78,"Bouldercrag's Refuge",,,,,,,,"Притулок Глыбоскала",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4485,571,67,2333,0x40004441,0,0,0,0,0,78,"The Inventor's Library",,,,,,,,"Бібліотека Винахідника",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4486,571,67,2335,0x40004441,0,0,0,0,0,80,"The Frozen Mine",,,,,,,,"Застигла шахта",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4487,571,67,2337,0x40004441,0,0,0,0,0,80,"Frostfloe Deep",,,,,,,,"Ледяные глибини",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4488,571,67,2339,0x40004441,0,0,0,0,0,80,"The Howling Hollow",,,,,,,,"Стенающая ложбина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4489,571,66,2341,0x40004444,0,0,0,0,0,75,"Crusader Forward Camp",,,,,,,,"Передовой табір лицарів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4490,571,67,2343,0x40004441,0,0,0,0,0,78,"Stormcrest",,,,,,,,"Грозовесье",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4491,571,394,2345,0x40004440,0,0,0,0,0,74,"Bonesnap's Camp",,,,,,,,"Табір Костехвата",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4492,571,210,2347,0x40004445,0,0,0,0,0,80,"Ufrang's Hall",,,,,,,,"Зал Уфранга",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4493,615,0,2349,0x0,0,0,405,477,568,0,"The Obsidian Sanctum",,,,,,,,"Обсидіанове Святилище",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.5,,
4494,619,0,2351,0x2004000,75,0,467,495,0,0,"Ahn'kahet: The Old Kingdom",,,,,,,,"Ан'кахет: Стародавнє Королівство",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
4495,571,67,2353,0x40004441,0,0,0,0,0,80,"Fjorn's Anvil",,,,,,,,"Наковальня Фьорна",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4496,571,210,2355,0x40004445,0,0,0,0,0,80,"Jotunheim",,,,,,,,"Йотунхейм",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4497,571,210,2357,0x40004445,0,0,0,0,0,80,"Savage Ledge",,,,,,,,"Дикий уступ",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4498,571,210,2359,0x40004445,0,0,0,0,0,80,"Halls of the Ancestors",,,,,,,,"Зали Предков",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4499,571,67,2361,0x40004441,0,0,0,0,0,78,"The Blighted Pool",,,,,,,,"Гнилостный ставок",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4500,616,0,2363,0x4000,0,0,482,0,0,0,"The Eye of Eternity",,,,,,,,"Око Вічності",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.5,,
4501,571,210,2365,0x40004445,0,0,0,453,0,77,"The Argent Vanguard",,,,,,,,"Оплот Срібного Авангарду",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4502,571,67,2367,0x40004441,0,0,0,0,0,80,"Mimir's Workshop",,,,,,,,"Майстерня Мимира",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4503,571,210,2369,0x40004445,0,0,0,0,0,77,"Ironwall Dam",,,,,,,,"Залізна Дамба",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4504,571,210,2371,0x40004445,0,0,0,0,0,77,"Valley of Echoes",,,,,,,,"Долина Еха",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4505,571,210,2373,0x40004445,0,0,0,465,0,77,"The Breach",,,,,,,,"Пролом",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4506,571,210,2375,0x40004445,0,0,0,464,0,77,"Scourgeholme",,,,,,,,"Плетхольм",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4507,571,210,2377,0x40004445,0,0,0,0,0,77,"The Broken Front",,,,,,,,"Прорваний фронт",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4508,571,210,2379,0x40004445,0,0,0,0,0,78,"Mord'rethar: The Death Gate",,,,,,,,"Морд'ретар: Ворота Смерті",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4509,571,210,2381,0x40004445,0,0,0,0,0,78,"The Bombardment",,,,,,,,"Зона бомбардування",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4510,571,210,2383,0x40004445,0,0,0,0,0,78,"Aldur'thar: The Desolation Gate",,,,,,,,"Алдур'тар: Ворота Горя",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4511,571,210,2385,0x40004445,0,0,0,0,0,80,"The Skybreaker",,,,,,,,"Приборкувач небес",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4512,571,210,2387,0x40004445,0,0,0,0,0,80,"Orgrim's Hammer",,,,,,,,"Молот Оргріма",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4513,571,210,2389,0x40004445,0,0,0,458,0,80,"Ymirheim",,,,,,,,"Імірхейм",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4514,571,210,2391,0x40004445,0,0,0,0,0,80,"Saronite Mines",,,,,,,,"Саронитовые шахти",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4515,571,210,2393,0x40004445,0,0,0,0,0,80,"The Conflagration",,,,,,,,"Пожарище",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4516,571,210,2395,0x40004445,0,0,0,0,0,80,"Ironwall Rampart",,,,,,,,"Залізний вал",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4517,571,210,2397,0x40004445,0,0,0,0,0,80,"Weeping Quarry",,,,,,,,"Саронитовый карьер",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4518,571,210,2399,0x40004445,0,0,0,0,0,80,"Corp'rethar: The Horror Gate",,,,,,,,"Корп'ретар: Ворота Жаху",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4519,571,210,2401,0x40004445,0,0,0,0,0,80,"The Court of Bones",,,,,,,,"Двір Кісток",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4520,571,210,2403,0x40004445,0,0,0,0,0,80,"Malykriss: The Vile Hold",,,,,,,,"Малікрісс: Огидне Володіння",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4521,571,210,2405,0x40004445,0,0,0,0,0,80,"Cathedral of Darkness",,,,,,,,"Собор Темряви",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4522,571,210,2407,0x40004445,0,0,0,542,0,80,"Icecrown Citadel",,,,,,,,"Цитадель Крижаної Корони",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4523,571,210,2409,0x40004445,0,0,0,0,0,79,"Icecrown Glacier",,,,,,,,"Льодовик ""Крижана Корона""",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4524,571,210,2411,0x40004445,0,0,0,0,0,80,"Valhalas",,,,,,,,"Валхалас",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4525,571,210,2413,0x40004445,0,0,0,0,0,80,"The Underhalls",,,,,,,,"Глубинные чертоги",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4526,571,210,2415,0x40004445,0,0,0,458,0,80,"Njorndar Village",,,,,,,,"Селище Ньорндар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4527,571,210,2417,0x40004445,0,0,0,0,0,80,"Balargarde Fortress",,,,,,,,"Цитадель Балагарда",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4528,571,210,2419,0x40004445,0,0,0,0,0,80,"Kul'galar Keep",,,,,,,,"Фортеця Кул'галар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4529,571,210,2421,0x40004445,0,0,0,0,0,80,"The Crimson Cathedral",,,,,,,,"Багряний собор",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4530,571,210,2423,0x40004445,0,0,0,0,0,80,"Sanctum of Reanimation",,,,,,,,"Плити Святилища Реанімації",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4531,571,210,2425,0x40004445,0,0,0,0,0,80,"The Fleshwerks",,,,,,,,"М'ясопилка",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4532,571,495,2427,0x40404441,0,0,0,0,0,70,"Vengeance Landing Inn",,,,,,,,"Таверна Лагеря відплати",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4533,571,210,2429,0x40004445,0,0,0,0,0,78,"Sindragosa's Fall",,,,,,,,"Каньйон Загибелі Сіндрагоси",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4534,571,495,2431,0x40004441,0,0,0,0,0,71,"Wildervar Mine",,,,,,,,"Вилдерварская шахта",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4535,571,67,2433,0x40004441,0,0,0,0,0,78,"The Pit of the Fang",,,,,,,,"Яма Ікла",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4536,571,67,2435,0x40004441,0,0,0,0,0,80,"Frosthowl Cavern",,,,,,,,"Печера Льодяного Воя",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4537,571,210,2437,0x40004445,0,0,0,0,0,78,"The Valley of Lost Hope",,,,,,,,"Долина Втраченої Надії",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4538,571,4197,2439,0x41004441,0,0,0,0,0,80,"The Sunken Ring",,,,,,,,"Затоплене Кільце",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4539,571,4197,2441,0x49004441,0,0,0,0,0,80,"The Broken Temple",,,,,,,,"Павший храм",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4540,571,210,2443,0x40004445,0,0,0,0,0,79,"The Valley of Fallen Heroes",,,,,,,,"Долина Павших Героїв",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4541,571,210,2445,0x40004445,0,0,0,0,0,77,"Vanguard Infirmary",,,,,,,,"Лазарет Оплота",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4542,571,67,2447,0x40004441,0,0,0,0,0,80,"Hall of the Shaper",,,,,,,,"Зал Творця",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4543,571,67,2451,0x40004441,0,0,0,0,0,80,"Temple of Wisdom",,,,,,,,"Храм Мудрості",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4544,0,139,2456,0x40000040,0,0,0,452,0,55,"Death's Breach",,,,,,,,"Розлом Смерті",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4545,0,139,2460,0x40000040,0,0,0,0,0,55,"Abandoned Mine",,,,,,,,"Закинута шахта",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4546,0,139,2464,0x40000040,0,0,0,0,0,55,"Ruins of the Scarlet Enclave",,,,,,,,"Руїни Анклава Багряного ордену",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4547,571,67,2468,0x40004441,0,0,0,0,0,80,"Halls of Stone",,,,,,,,"Кам'яні зали",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4548,571,67,2472,0x40004441,0,0,0,0,0,80,"Halls of Lightning",,,,,,,,"Зали Блискавок",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4549,571,2817,2476,0x40004444,0,0,0,0,0,80,"The Great Tree",,,,,,,,"Велике Дерево",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4550,571,2817,2480,0x40004444,0,0,0,0,0,80,"The Mirror of Twilight",,,,,,,,"Дзеркало Сумерек",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4551,571,2817,2484,0x40004444,0,0,0,0,0,80,"The Twilight Rivulet",,,,,,,,"Вечірній Струмок",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4552,571,2817,2488,0x40004444,0,0,0,0,0,80,"The Decrepit Flow",,,,,,,,"Замерший потік",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4553,571,2817,2492,0x40004444,0,0,0,0,0,80,"Forlorn Woods",,,,,,,,"Спорожнілі ліси",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4554,571,2817,2496,0x40004444,0,0,0,0,0,80,"Ruins of Shandaral",,,,,,,,"Руїни Шандарала",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4555,571,2817,2500,0x40004444,0,0,0,0,0,80,"The Azure Front",,,,,,,,"Блакитний берег",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4556,571,2817,2504,0x40004444,0,0,0,0,0,80,"Violet Stand",,,,,,,,"Аметистова застава",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4557,571,2817,2508,0x40004444,0,0,0,0,0,80,"The Unbound Thicket",,,,,,,,"Дикі хащі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4558,571,2817,2512,0x40004444,0,0,0,0,0,80,"Sunreaver's Command",,,,,,,,"Табір Викрадачів Сонця",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4559,571,2817,2516,0x40004444,0,0,0,0,0,80,"Windrunner's Overlook",,,,,,,,"Дозор Вітрокрилої",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4560,571,4395,2519,0x60004928,0,0,0,0,0,0,"The Underbelly",,,,,,,,"Клоака",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4564,571,4395,2531,0x40004D28,0,0,0,0,0,0,"Krasus' Landing",,,,,,,,"Злітна Платформа Краса",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4567,571,4395,2540,0x60004D28,0,0,0,433,0,0,"The Violet Hold",,,,,,,,"Аметистова Фортеця",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4568,571,4395,2543,0x60004D28,0,0,0,0,0,0,"The Eventide",,,,,,,,"Вечірня Зоря",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4569,571,4395,2546,0x40004D28,0,0,0,0,0,0,"Sewer Exit Pipe",,,,,,,,"Вихід з стічної труби",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4570,571,4395,2549,0x60004968,0,0,0,0,0,0,"Circle of Wills",,,,,,,,"Коло Волі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4571,489,3277,2552,0x40000000,0,0,0,0,0,0,"Silverwing Flag Room",,,,,,,,"Кімната Прапорів Срібнокрилих",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4572,489,3277,2556,0x40000000,0,0,0,0,0,0,"Warsong Flag Room",,,,,,,,"Кімната Прапорів Пісні Війни",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4575,571,4197,2564,0x49004441,0,0,0,0,0,80,"Wintergrasp Fortress",,,,,,,,"Фортеця Крижаних Просторів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4576,571,4197,2567,0x49004441,0,0,0,0,0,80,"Central Bridge",,,,,,,,"Центральный міст",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4577,571,4197,2570,0x49004441,0,0,0,0,0,80,"Eastern Bridge",,,,,,,,"Східний міст",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4578,571,4197,2573,0x41004441,0,0,0,0,0,80,"Western Bridge",,,,,,,,"Західний міст",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4579,571,66,2577,0x40004444,0,0,0,0,0,77,"Dubra'Jin",,,,,,,,"Дубра'джин",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4580,571,210,2579,0x40004445,0,0,0,0,0,80,"Crusaders' Pinnacle",,,,,,,,"Вершина Лицарів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4581,571,4197,2582,0x49004441,0,0,0,0,0,80,"Flamewatch Tower",,,,,,,,"Вежа Вогняного Дозора",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4582,571,4197,2585,0x49004441,0,0,0,0,0,80,"Winter's Edge Tower",,,,,,,,"Вежа Клинка Зими",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4583,571,4197,2588,0x49004441,0,0,0,0,0,80,"Shadowsight Tower",,,,,,,,"Вежа Темного Взора",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4584,571,4197,2591,0x49004441,0,0,0,0,0,80,"The Cauldron of Flames",,,,,,,,"Вогняна котловина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4585,571,4197,2594,0x49004441,0,0,0,0,0,80,"Glacial Falls",,,,,,,,"Льодопади",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4586,571,4197,2597,0x49004441,0,0,0,0,0,80,"Windy Bluffs",,,,,,,,"Ветряные утесы",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4587,571,4197,2600,0x49004441,0,0,0,0,0,80,"The Forest of Shadows",,,,,,,,"Ліс Тіней",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4588,571,210,2603,0x40004445,0,0,0,0,0,80,"Blackwatch",,,,,,,,"Чорний дозор",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4589,571,4197,2606,0x49000441,0,0,0,0,0,80,"The Chilled Quagmire",,,,,,,,"Замерзла трясовина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4590,571,4197,2609,0x49004441,0,0,0,0,0,80,"The Steppe of Life",,,,,,,,"Степь Життя",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4591,571,210,2613,0x40004445,0,0,0,0,0,80,"Silent Vigil",,,,,,,,"Мовчазне Пильнування",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4592,571,67,2615,0x40004441,0,0,0,0,0,80,"Gimorak's Den",,,,,,,,"Лігво Гиморака",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4593,571,210,2619,0x40004445,0,0,0,0,0,79,"The Pit of Fiends",,,,,,,,"Яма монстрів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4594,571,210,2622,0x40004445,0,0,0,0,0,80,"Battlescar Spire",,,,,,,,"Вершина Бойового Шрама",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
