long,long,long,str,
120295,27757,4,"Кер Тотем Люті",
120296,27757,5,"Кер Тотем Люті",
120297,27758,1,"Сунны Тотем Люті",
120298,27758,2,"Сунне Тотем Люті",
120299,27758,3,"Сунну Тотем Люті",
120300,27758,4,"Сунной Тотем Люті",
120301,27758,5,"Сунне Тотем Люті",
120302,27759,1,"Торма Тотема Люті",
120303,27759,2,"Торму Тотему Люті",
120304,27759,3,"Торма Тотема Люті",
120305,27759,4,"Тормом Тотемом Люті",
120306,27759,5,"Торме Тотемі Люті",
120307,27760,1,"Сарка Тотема Люті",
120308,27760,2,"Сарку Тотему Люті",
120309,27760,3,"Сарка Тотема Люті",
120310,27760,4,"Сарком Тотемом Люті",
120311,27760,5,"Сарке Тотемі Люті",
120312,27761,1,"Цю Тотема Люті",
120313,27761,2,"Цю Тотему Люті",
120314,27761,3,"Цю Тотема Люті",
120315,27761,4,"Цю Тотемом Люті",
120316,27761,5,"Цю Тотемі Люті",
120317,27762,1,"Предка Тотем Люті",
120318,27762,2,"Предку Тотем Люті",
120319,27762,3,"Предка Тотем Люті",
120320,27762,4,"Предком Тотем Люті",
120321,27762,5,"Предку Тотем Люті",
120322,27763,1,"Тайма Тотема Люті",
120323,27763,2,"Тайму Тотему Люті",
120324,27763,3,"Тайма Тотема Люті",
120325,27763,4,"Таймом Тотемом Люті",
120326,27763,5,"Тайме Тотемі Люті",
132312,27763,8,"Тайма Тотема Люті",
120327,27764,1,"Руги Тотема Люті",
120328,27764,2,"Руге Тотему Люті",
120329,27764,3,"Ругу Тотема Люті",
120330,27764,4,"Ругой Тотемом Люті",
120331,27764,5,"Руге Тотемі Люті",
120332,27765,1,"Карда Тотема Люті",
120333,27765,2,"Карду Тотему Люті",
120334,27765,3,"Карда Тотема Люті",
120335,27765,4,"Кардом Тотемом Люті",
120336,27765,5,"Карде Тотемі Люті",
120337,27766,1,"Мисливця Тотема Люті",
120338,27766,2,"Охотнику Тотему Люті",
120339,27766,3,"Мисливця Тотема Люті",
120340,27766,4,"Охотником Тотемом Люті",
120341,27766,5,"Охотнике Тотемі Люті",
120342,27767,1,"Альтсобы Тотема Люті",
120343,27767,2,"Альтсобе Тотему Люті",
120344,27767,3,"Альтсобу Тотема Люті",
120345,27767,4,"Альтсобой Тотемом Люті",
120346,27767,5,"Альтсобе ТотемеЯрости",
120347,27768,1,"Хенен Тотем Люті",
120348,27768,2,"Хенен Тотем Люті",
120349,27768,3,"Хенен Тотем Люті",
120350,27768,4,"Хенен Тотем Люті",
120351,27768,5,"Хенен Тотем Люті",
120352,27769,1,"Кам'яного вартового Тотема Люті",
120353,27769,2,"Каменному вартовому Тотему Люті",
120354,27769,3,"Кам'яного вартового Тотема Люті",
120355,27769,4,"Каменным вартовим Тотемом Люті",
120356,27769,5,"Кам'яному вартовому Тотемі Люті",
120357,27770,1,"Дельго Тотема Люті",
120358,27770,2,"Дельго Тотему Люті",
120359,27770,3,"Дельго Тотема Люті",
120360,27770,4,"Дельго Тотемом Люті",
120361,27770,5,"Дельго Тотемі Люті",
120362,27771,1,"Предка Песнь Клинка",
120363,27771,2,"Предку Песнь Клинка",
120364,27771,3,"Предка Песнь Клинка",
120365,27771,4,"Предком Песнь Клинка",
120366,27771,5,"Предку Песнь Клинка",
120367,27772,1,"Предка Странницы Туманов",
120368,27772,2,"Предку Страннице Туманов",
120369,27772,3,"Предка Странницу Туманов",
120370,27772,4,"Предком Странницей Туманов",
120371,27772,5,"Предку Страннице Туманов",
120372,27773,6,"Тепер в Дарнасі",
120373,27773,7,"Дарнасу",
132577,27773,8,"Дарнас",
139709,27773,9,"в Дарнас",
141920,27773,10,"в Дарнасі",
120374,27774,1,"Бат'ры Охоронця Вітри",
120375,27774,2,"Бат'ре Вартовому Вітри",
120376,27774,3,"Бат'ру Охоронця Вітри",
120377,27774,4,"Бат'рой Вартовим Вітри",
120378,27774,5,"Бат'ре Вартовому Вітри",
120379,27775,1,"Дозорной Місячний Лепесток",
120380,27775,2,"Дозорной Місячний Лепесток",
120381,27775,3,"Дозорную Місячний Лепесток",
120382,27775,4,"Дозорной Місячний Лепесток",
120383,27775,5,"Дозорной Місячний Лепесток",
120384,27776,1,"Лазурного рассекателя небес",
120385,27776,2,"Лазурному рассекателю небес",
120386,27776,3,"Лазурного рассекателя небес",
120387,27776,4,"Лазурным рассекателем небес",
120388,27776,5,"Лазурном рассекателе небес",
120389,27777,1,"Леді Кейры Беррибак",
120390,27777,2,"Леді Кейре Беррибак",
120391,27777,3,"Леді Кейру Беррибак",
120392,27777,4,"Леді Кейрой Беррибак",
120393,27777,5,"Леді Кейре Беррибак",
120394,27778,1,"Любопытного колосса",
120395,27778,2,"Любопытному колоссу",
120396,27778,3,"Любопытного колосса",
120397,27778,4,"Любопытным колоссом",
120398,27778,5,"Любопытном колоссе",
120399,27779,1,"Быстрого ковра-самолета з луноткани",
120499,27779,2,"Быстрому ковру-самолету з луноткани",
