long,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,long,
3004,-1,603,0,"Він вмиється твоїми сльозами (10 гравців)",,,,,,,,"Він вмиється твоїми сльозами (10 гравців)",,,,,,,,0xFF01FE,"Здолайте Алгалона Спостерігача в рейді на 10 гравців, не допустивши смерті жодного члена рейду від Алгалона за весь час збереження підземелля.",,,,,,,,"Здолайте Алгалона Спостерігача в рейді на 10 гравців, не допустивши смерті жодного члена рейду від Алгалона за весь час збереження підземелля.",,,,,,,,0xFF01FE,14961,0xA,69,0x0,3197,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
3005,-1,603,0,"Він вмиється твоїми сльозами (25 гравців)",,,,,,,,"Він вмиється твоїми сльозами (25 гравців)",,,,,,,,0xFF01FE,"Здолайте Алгалона Спостерігача в рейді на 25 гравців, не допустивши смерті жодного члена рейду Алгалона за всю историю збереження.",,,,,,,,"Здолайте Алгалона Спостерігача в рейді на 25 гравців, не допустивши смерті жодного члена рейду Алгалона за всю историю збереження.",,,,,,,,0xFF01FE,14962,0xA,69,0x0,3197,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
4820,-1,-1,0,"Вбивство Халіона (Рубінове Святилище, 25 гравців)",,,,,,,,"Вбивство Халіона (Рубінове Святилище, 25 гравців)",,,,,,,,0xFF01FE,"Вбивство Халіона (Рубінове Святилище, 25 гравців)",,,,,,,,"Вбивство Халіона (Рубінове Святилище, 25 гравців)",,,,,,,,0xFF01FE,15062,0x0,69,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01EC,0,0,
470,1,-1,0,"Капрал",,,,,,,,"Капрал",,,,,,,,0xFF01FE,"Отримайте звання ""Капрал"".",,,,,,,,"Отримайте звання ""Капрал"".",,,,,,,,0xFF01FE,81,0x0,70,0x0,3359,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
2904,-1,603,0,"Завойовник Ульдуару",,,,,,,,"Завойовник Ульдуару",,,,,,,,0xFF01FE,"Здолайте всіх босів в Ульдуарі в рейді на 25 гравців, не допустивши смерті жодного учасника рейду від босів за весь час збереження підземелля.",,,,,,,,"Здолайте всіх босів в Ульдуарі в рейді на 25 гравців, не допустивши смерті жодного учасника рейду від босів за весь час збереження підземелля.",,,,,,,,0xFF01FE,14962,0xA,70,0x0,2143,"Титульна нагорода: Завойовник Ульдуару",,,,,,,,"Титульна нагорода: Завойовник Ульдуару",,,,,,,,0xFF01FE,0,0,
3316,-1,603,0,"Посланець титанів",,,,,,,,"Посланець титанів",,,,,,,,0xFF01FE,"Здолайте Алгалона Спостерігача в рейді на 10 гравців. При цьому жоден учасник рейду не повинен бути екіпіруваний предметом більш високого рівня, ніж в Ульдуарі для 10 гравців.",,,,,,,,"Здолайте Алгалона Спостерігача в рейді на 10 гравців. При цьому жоден учасник рейду не повинен бути екіпіруваний предметом більш високого рівня, ніж в Ульдуарі для 10 гравців.",,,,,,,,0xFF01FE,14961,0xA,70,0x0,3869,"Титульна нагорода: Посланець титанів",,,,,,,,"Титульна нагорода: Посланець титанів",,,,,,,,0xFF01FE,0,0,
4823,-1,-1,0,"Вбивство Халіона (Рубінове Святилище, 25 гравців, гер.)",,,,,,,,"Вбивство Халіона (Рубінове Святилище, 25 гравців, гер.)",,,,,,,,0xFF01FE,"Вбивство Халіона (Рубінове Святилище, 25 гравців, гер.)",,,,,,,,"Вбивство Халіона (Рубінове Святилище, 25 гравців, гер.)",,,,,,,,0xFF01FE,15062,0x0,70,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01EC,0,0,
471,1,-1,0,"Сержант",,,,,,,,"Сержант",,,,,,,,0xFF01FE,"Отримайте звання ""Сержант"".",,,,,,,,"Отримайте звання ""Сержант"".",,,,,,,,0xFF01FE,81,0x0,71,0x0,3360,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
2903,-1,603,0,"Захисник Ульдуару",,,,,,,,"Захисник Ульдуару",,,,,,,,0xFF01FE,"Здолайте всіх босів в Ульдуарі в рейді на 10 гравців, не допустивши смерті жодного учасника рейду від босів за весь час збереження підземелля.",,,,,,,,"Здолайте всіх босів в Ульдуарі в рейді на 10 гравців, не допустивши смерті жодного учасника рейду від босів за весь час збереження підземелля.",,,,,,,,0xFF01FE,14961,0xA,71,0x0,2292,"Титульна нагорода: Захисник Ульдуару",,,,,,,,"Титульна нагорода: Захисник Ульдуару",,,,,,,,0xFF01FE,0,0,
441,1,-1,0,"Старший сержант",,,,,,,,"Старший сержант",,,,,,,,0xFF01FE,"Отримайте звання ""Старший сержант"".",,,,,,,,"Отримайте звання ""Старший сержант"".",,,,,,,,0xFF01FE,81,0x0,72,0x0,3361,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
440,1,-1,0,"Старшина",,,,,,,,"Старшина",,,,,,,,0xFF01FE,"Отримайте звання ""Старшина"".",,,,,,,,"Отримайте звання ""Старшина"".",,,,,,,,0xFF01FE,81,0x0,73,0x0,3362,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
439,1,-1,0,"Лицар",,,,,,,,"Лицар",,,,,,,,0xFF01FE,"Отримайте звання ""Лицар"".",,,,,,,,"Отримайте звання ""Лицар"".",,,,,,,,0xFF01FE,81,0x0,74,0x0,3363,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
472,1,-1,0,"Лицар-лейтенант",,,,,,,,"Лицар-лейтенант",,,,,,,,0xFF01FE,"Отримайте звання ""Лицар-лейтенант"".",,,,,,,,"Отримайте звання ""Лицар-лейтенант"".",,,,,,,,0xFF01FE,81,0x0,75,0x0,3364,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
438,1,-1,0,"Лицар-капітан",,,,,,,,"Лицар-капітан",,,,,,,,0xFF01FE,"Отримайте звання ""Лицар-капітан"".",,,,,,,,"Отримайте звання ""Лицар-капітан"".",,,,,,,,0xFF01FE,81,0x0,76,0x0,3365,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
437,1,-1,0,"Лицар-захисник",,,,,,,,"Лицар-захисник",,,,,,,,0xFF01FE,"Отримайте звання ""Лицар-захисник"".",,,,,,,,"Отримайте звання ""Лицар-захисник"".",,,,,,,,0xFF01FE,81,0x0,77,0x0,3366,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
436,1,-1,0,"Лейтенант Командувач",,,,,,,,"Лейтенант Командувач",,,,,,,,0xFF01FE,"Отримайте звання ""Лейтенант Командувач"".",,,,,,,,"Отримайте звання ""Лейтенант Командувач"".",,,,,,,,0xFF01FE,81,0x0,78,0x0,3367,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
435,1,-1,0,"Командувач",,,,,,,,"Командувач",,,,,,,,0xFF01FE,"Отримайте звання ""Командувач"".",,,,,,,,"Отримайте звання ""Командувач"".",,,,,,,,0xFF01FE,81,0x0,79,0x0,3368,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
473,1,-1,0,"Маршал",,,,,,,,"Маршал",,,,,,,,0xFF01FE,"Отримайте звання ""Маршал"".",,,,,,,,"Отримайте звання ""Маршал"".",,,,,,,,0xFF01FE,81,0x0,80,0x0,3369,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
434,1,-1,0,"Фельдмаршал",,,,,,,,"Фельдмаршал",,,,,,,,0xFF01FE,"Отримайте звання ""Фельдмаршал"".",,,,,,,,"Отримайте звання ""Фельдмаршал"".",,,,,,,,0xFF01FE,81,0x0,81,0x0,3370,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
433,1,-1,0,"Головнокомандувач",,,,,,,,"Головнокомандувач",,,,,,,,0xFF01FE,"Отримайте звання ""Головнокомандувач"".",,,,,,,,"Отримайте звання ""Головнокомандувач"".",,,,,,,,0xFF01FE,81,0x0,82,0x0,3371,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
432,-1,-1,0,"Чемпіон Наару",,,,,,,,"Чемпіон Наару",,,,,,,,0xFF01FE,"Отримайте звання ""Чемпіон Наару"".",,,,,,,,"Отримайте звання ""Чемпіон Наару"".",,,,,,,,0xFF01FE,81,0x0,83,0x0,2843,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
431,-1,-1,0,"Рука А'дала",,,,,,,,"Рука А'дала",,,,,,,,0xFF01FE,"Отримайте звання ""Рука А'дала"".",,,,,,,,"Отримайте звання ""Рука А'дала"".",,,,,,,,0xFF01FE,81,0x0,84,0x0,2570,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1205,-1,-1,0,"Герой Шаттрата",,,,,,,,"Герой Шаттрата",,,,,,,,0xFF01FE,"Добийтеся того, щоб вас звеличували Провидці і Алдори.",,,,,,,,"Добийтеся того, щоб вас звеличували Провидці і Алдори.",,,,,,,,0xFF01FE,81,0x0,85,0x0,2175,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
871,-1,-1,0,"Якір мені в горлянку!",,,,,,,,"Якір мені в горлянку!",,,,,,,,0xFF01FE,"Отримайте Адмиральскую капелюх Кривавого Вітрила… і частіше виходьте на свіже повітря.",,,,,,,,"Отримайте Адмиральскую капелюх Кривавого Вітрила… і частіше виходьте на свіже повітря.",,,,,,,,0xFF01FE,81,0x0,88,0x0,2421,"Титульна нагорода: Адмірал Кривавого Вітрила",,,,,,,,"Титульна нагорода: Адмірал Кривавого Вітрила",,,,,,,,0xFF01FE,0,0,
879,-1,-1,0,"Олдскульний наїзник",,,,,,,,"Олдскульний наїзник",,,,,,,,0xFF01FE,"Власник одного з старих епічних верхових тварин, яких вже не можна отримати в грі.",,,,,,,,"Власник одного з старих епічних верхових тварин, яких вже не можна отримати в грі.",,,,,,,,0xFF01FE,81,0x0,89,0x0,1177,"",,,,,,,,"",,,,,,,,0xFF01EE,1,0,
729,-1,-1,0,"Віжки коня смерті",,,,,,,,"Віжки коня смерті",,,,,,,,0xFF01FE,"Отримайте віжки коня смерті у Барона Ривендера з Стратхольму.",,,,,,,,"Отримайте віжки коня смерті у Барона Ривендера з Стратхольму.",,,,,,,,0xFF01FE,81,0x0,90,0x0,1241,"",,,,,,,,"",,,,,,,,0xFF01EE,1,0,
980,-1,-1,0,"Віжки Вершника без голови",,,,,,,,"Віжки Вершника без голови",,,,,,,,0xFF01FE,"Отримайте Віжки Вершника без голови від Вершника без голови в Монастирі Багряного ордену під час Геловіна.",,,,,,,,"Отримайте Віжки Вершника без голови від Вершника без голови в Монастирі Багряного ордену під час Геловіна.",,,,,,,,0xFF01FE,81,0x0,91,0x0,2628,"",,,,,,,,"",,,,,,,,0xFF01EE,1,0,
880,-1,-1,0,"Стрімкий зулианский тигр",,,,,,,,"Стрімкий зулианский тигр",,,,,,,,0xFF01FE,"Отримайте Стремительного зулианского тигра від Верховного Жерця Текала в Зул'Гурубе.",,,,,,,,"Отримайте Стремительного зулианского тигра від Верховного Жерця Текала в Зул'Гурубе.",,,,,,,,0xFF01FE,81,0x0,92,0x0,1181,"",,,,,,,,"",,,,,,,,0xFF01EE,1,0,
881,-1,-1,0,"Стрімкий ящер Раззаши",,,,,,,,"Стрімкий ящер Раззаши",,,,,,,,0xFF01FE,"Отримайте Стремительного ящера Раззаши від Мандокира Повелителя Крові з Зул'Гуруба.",,,,,,,,"Отримайте Стремительного ящера Раззаши від Мандокира Повелителя Крові з Зул'Гуруба.",,,,,,,,0xFF01FE,81,0x0,93,0x0,1180,"",,,,,,,,"",,,,,,,,0xFF01EE,1,0,
882,-1,-1,0,"Віжки вогняного бойового коня",,,,,,,,"Віжки вогняного бойового коня",,,,,,,,0xFF01FE,"Отримайте Віжки вогняного бойового коня від Ловчего Аттумена в Каражані.",,,,,,,,"Отримайте Віжки вогняного бойового коня від Ловчего Аттумена в Каражані.",,,,,,,,0xFF01FE,81,0x0,94,0x0,1715,"",,,,,,,,"",,,,,,,,0xFF01EE,1,0,
883,-1,-1,0,"Віжки Владики Воронов",,,,,,,,"Віжки Владики Воронов",,,,,,,,0xFF01FE,"Отримайте Віжки Владики Воронов від Анзу в Сетеккских залах.",,,,,,,,"Отримайте Віжки Владики Воронов від Анзу в Сетеккских залах.",,,,,,,,0xFF01FE,81,0x0,95,0x0,2467,"",,,,,,,,"",,,,,,,,0xFF01EE,1,0,
884,-1,-1,0,"Стрімкий білий крилобіг",,,,,,,,"Стрімкий білий крилобіг",,,,,,,,0xFF01FE,"Отримайте стрімкого білого крилобіга від Кель'Таса Сонячного Мандрівника на Терасі Магістрів.",,,,,,,,"Отримайте стрімкого білого крилобіга від Кель'Таса Сонячного Мандрівника на Терасі Магістрів.",,,,,,,,0xFF01FE,81,0x0,96,0x0,2399,"",,,,,,,,"",,,,,,,,0xFF01EE,1,0,
